,id,name,category,proteins,p_value,fdr_rate
10,GO:0009893,Positive regulation of metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000066068', '10090.ENSMUSP00000126108', '10090.ENSMUSP00000070200', '10090.ENSMUSP00000071904', '10090.ENSMUSP00000028286', '10090.ENSMUSP00000035250', '10090.ENSMUSP00000001963', '10090.ENSMUSP00000041243', '10090.ENSMUSP00000078336', '10090.ENSMUSP00000080162', '10090.ENSMUSP00000074658', '10090.ENSMUSP00000022618', '10090.ENSMUSP00000019068', '10090.ENSMUSP00000070958', '10090.ENSMUSP00000070445', '10090.ENSMUSP00000067057', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000021554', '10090.ENSMUSP00000117686', '10090.ENSMUSP00000112137', '10090.ENSMUSP00000031072', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000103028', '10090.ENSMUSP00000119465', '10090.ENSMUSP00000062256', '10090.ENSMUSP00000086592', '10090.ENSMUSP00000095976', '10090.ENSMUSP00000046585', '10090.ENSMUSP00000023593', '10090.ENSMUSP00000000542', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000067305', '10090.ENSMUSP00000048218', '10090.ENSMUSP00000118491', '10090.ENSMUSP00000053703', '10090.ENSMUSP00000022059', '10090.ENSMUSP00000031613', '10090.ENSMUSP00000032272', '10090.ENSMUSP00000064761', '10090.ENSMUSP00000063548', '10090.ENSMUSP00000034046', '10090.ENSMUSP00000025257', '10090.ENSMUSP00000048573', '10090.ENSMUSP00000036203', '10090.ENSMUSP00000071798', '10090.ENSMUSP00000021262', '10090.ENSMUSP00000101684', '10090.ENSMUSP00000002699', '10090.ENSMUSP00000000329', '10090.ENSMUSP00000000137', '10090.ENSMUSP00000046129', '10090.ENSMUSP00000034723', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000011400', '10090.ENSMUSP00000071486', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000088453', '10090.ENSMUSP00000095498', '10090.ENSMUSP00000083656', '10090.ENSMUSP00000021635', '10090.ENSMUSP00000050076', '10090.ENSMUSP00000022858', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000022135', '10090.ENSMUSP00000093270', '10090.ENSMUSP00000018644', '10090.ENSMUSP00000024099', '10090.ENSMUSP00000097714', '10090.ENSMUSP00000137503', '10090.ENSMUSP00000067953', '10090.ENSMUSP00000113928', '10090.ENSMUSP00000018841', '10090.ENSMUSP00000107856', '10090.ENSMUSP00000025791', '10090.ENSMUSP00000067708', '10090.ENSMUSP00000085632', '10090.ENSMUSP00000000544', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000035829', '10090.ENSMUSP00000066633', '10090.ENSMUSP00000042207', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000063784', '10090.ENSMUSP00000028178', '10090.ENSMUSP00000006626', '10090.ENSMUSP00000034453', '10090.ENSMUSP00000059705', '10090.ENSMUSP00000043153', '10090.ENSMUSP00000087736', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000045291', '10090.ENSMUSP00000083393', '10090.ENSMUSP00000036881', '10090.ENSMUSP00000113769', '10090.ENSMUSP00000022040', '10090.ENSMUSP00000040847', '10090.ENSMUSP00000026795']",0.003097230377330581,0.047987216807743684
11,GO:0043066,Negative regulation of apoptotic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000017841', '10090.ENSMUSP00000071904', '10090.ENSMUSP00000031411', '10090.ENSMUSP00000126448', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000101060', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000000329', '10090.ENSMUSP00000088453', '10090.ENSMUSP00000083656', '10090.ENSMUSP00000070958', '10090.ENSMUSP00000037348', '10090.ENSMUSP00000022135', '10090.ENSMUSP00000100045', '10090.ENSMUSP00000067057', '10090.ENSMUSP00000124565', '10090.ENSMUSP00000081312', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000036279', '10090.ENSMUSP00000087736', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000031314', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000067953', '10090.ENSMUSP00000025257', '10090.ENSMUSP00000018841', '10090.ENSMUSP00000036330', '10090.ENSMUSP00000103028', '10090.ENSMUSP00000025791', '10090.ENSMUSP00000101684']",0.0030658644720902833,0.04753171538834006
12,GO:0016324,Apical plasma membrane,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000062256', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000027852', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000013220', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000035121', '10090.ENSMUSP00000067953', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000030455', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000025791', '10090.ENSMUSP00000043624', '10090.ENSMUSP00000029490']",0.0029906574089332,0.04639550036836678
13,GO:0045935,Positive regulation of nucleobase-containing compound metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000066068', '10090.ENSMUSP00000062256', '10090.ENSMUSP00000000137', '10090.ENSMUSP00000067708', '10090.ENSMUSP00000086592', '10090.ENSMUSP00000095976', '10090.ENSMUSP00000041243', '10090.ENSMUSP00000000544', '10090.ENSMUSP00000078336', '10090.ENSMUSP00000000542', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000088453', '10090.ENSMUSP00000067305', '10090.ENSMUSP00000095498', '10090.ENSMUSP00000042207', '10090.ENSMUSP00000022135', '10090.ENSMUSP00000022059', '10090.ENSMUSP00000067057', '10090.ENSMUSP00000018644', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000021554', '10090.ENSMUSP00000112137', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000137503', '10090.ENSMUSP00000018841']",0.002977269021763638,0.046217464518964115
14,GO:0051260,Protein homooligomerization,Biological Process (Gene Ontology),"['10090.ENSMUSP00000015278', '10090.ENSMUSP00000030090', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000028004', '10090.ENSMUSP00000034723', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000084846', '10090.ENSMUSP00000071130', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000006900']",0.002936408605030886,0.04561246528508773
15,GO:0065003,Protein-containing complex assembly,Biological Process (Gene Ontology),"['10090.ENSMUSP00000023583', '10090.ENSMUSP00000046129', '10090.ENSMUSP00000034723', '10090.ENSMUSP00000032069', '10090.ENSMUSP00000084846', '10090.ENSMUSP00000071130', '10090.ENSMUSP00000099953', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000028004', '10090.ENSMUSP00000001520', '10090.ENSMUSP00000095498', '10090.ENSMUSP00000011492', '10090.ENSMUSP00000066633', '10090.ENSMUSP00000050076', '10090.ENSMUSP00000045888', '10090.ENSMUSP00000042207', '10090.ENSMUSP00000015278', '10090.ENSMUSP00000030090', '10090.ENSMUSP00000029987', '10090.ENSMUSP00000063839', '10090.ENSMUSP00000022135', '10090.ENSMUSP00000028178', '10090.ENSMUSP00000081312', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000025408', '10090.ENSMUSP00000031613', '10090.ENSMUSP00000006900', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000045291', '10090.ENSMUSP00000025257', '10090.ENSMUSP00000078593', '10090.ENSMUSP00000103028', '10090.ENSMUSP00000119465', '10090.ENSMUSP00000099490']",0.00290221585724095,0.04511032621833683
16,GO:0016441,Posttranscriptional gene silencing,Biological Process (Gene Ontology),"['10090.ENSMUSP00000095498', '10090.ENSMUSP00000081312', '10090.ENSMUSP00000066633', '10090.ENSMUSP00000103028', '10090.ENSMUSP00000042207']",0.0028723831919130354,0.0446753550505393
17,GO:0003690,Double-stranded dna binding,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000066068', '10090.ENSMUSP00000099987', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000112137', '10090.ENSMUSP00000022135', '10090.ENSMUSP00000022059', '10090.ENSMUSP00000095498', '10090.ENSMUSP00000103028', '10090.ENSMUSP00000119465', '10090.ENSMUSP00000002699', '10090.ENSMUSP00000042207']",0.0028653520329565614,0.04459469326243406
18,GO:0007417,Central nervous system development,Biological Process (Gene Ontology),"['10090.ENSMUSP00000040591', '10090.ENSMUSP00000020706', '10090.ENSMUSP00000034723', '10090.ENSMUSP00000029214', '10090.ENSMUSP00000086592', '10090.ENSMUSP00000095976', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000025791', '10090.ENSMUSP00000000544', '10090.ENSMUSP00000119356', '10090.ENSMUSP00000032835', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000101060', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000043145', '10090.ENSMUSP00000045888', '10090.ENSMUSP00000102559', '10090.ENSMUSP00000015278', '10090.ENSMUSP00000073764', '10090.ENSMUSP00000067057', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000063548', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000045291', '10090.ENSMUSP00000106789', '10090.ENSMUSP00000137503', '10090.ENSMUSP00000025257', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000022040', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000073789']",0.0028206496058147046,0.04392725578127668
19,GO:1990748,Cellular detoxification,Biological Process (Gene Ontology),"['10090.ENSMUSP00000031822', '10090.ENSMUSP00000013458', '10090.ENSMUSP00000031411', '10090.ENSMUSP00000005964', '10090.ENSMUSP00000030455', '10090.ENSMUSP00000071130', '10090.ENSMUSP00000040244']",0.002816223591670184,0.043886604906942836
20,WP435,One-carbon metabolism,WikiPathways,"['10090.ENSMUSP00000114304', '10090.ENSMUSP00000035230', '10090.ENSMUSP00000061851', '10090.ENSMUSP00000110897']",0.0027758703935338086,0.04328566929787881
21,MMU-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),Reactome Pathways,"['10090.ENSMUSP00000026795', '10090.ENSMUSP00000071130', '10090.ENSMUSP00000019068', '10090.ENSMUSP00000097743']",0.0027758703935338086,0.04328566929787881
22,GO:0010863,Positive regulation of phospholipase c activity,Biological Process (Gene Ontology),"['10090.ENSMUSP00000063784', '10090.ENSMUSP00000053703', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000066488']",0.0027758703935338086,0.04328566929787881
23,GO:0050892,Intestinal absorption,Biological Process (Gene Ontology),"['10090.ENSMUSP00000069495', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000041204']",0.0027758703935338086,0.04328566929787881
24,MMU-196849,Metabolism of water-soluble vitamins and cofactors,Reactome Pathways,"['10090.ENSMUSP00000053971', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000127128', '10090.ENSMUSP00000114304', '10090.ENSMUSP00000020497', '10090.ENSMUSP00000097743']",0.0027431982742721767,0.04288687082093047
25,path:mmu01230,Biosynthesis of amino acids,KEGG,"['10090.ENSMUSP00000023116', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000084846']",0.002719953015987722,0.042550980191859704
26,GO:1901163,Regulation of trophoblast cell migration,Biological Process (Gene Ontology),"['10090.ENSMUSP00000028178', '10090.ENSMUSP00000000544', '10090.ENSMUSP00000042207']",0.002719953015987722,0.042550980191859704
27,MMU-6804759,Regulation of TP53 Activity through Association with Co-factors,Reactome Pathways,"['10090.ENSMUSP00000106789', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000001780']",0.002719953015987722,0.042550980191859704
28,GO:0005324,Long-chain fatty acid transporter activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000029770', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000097743']",0.002719953015987722,0.042550980191859704
29,MMU-5682910,LGI-ADAM interactions,Reactome Pathways,"['10090.ENSMUSP00000055000', '10090.ENSMUSP00000069466', '10090.ENSMUSP00000138362']",0.002719953015987722,0.042550980191859704
30,GO:0033202,DNA helicase complex,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000046658', '10090.ENSMUSP00000029214', '10090.ENSMUSP00000016115']",0.002719953015987722,0.042550980191859704
31,GO:0045188,"Regulation of circadian sleep/wake cycle, non-rem sleep",Biological Process (Gene Ontology),"['10090.ENSMUSP00000083656', '10090.ENSMUSP00000017841', '10090.ENSMUSP00000031314']",0.002719953015987722,0.042550980191859704
32,GO:0031327,Negative regulation of cellular biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000099383', '10090.ENSMUSP00000126108', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000099987', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000112137', '10090.ENSMUSP00000022059', '10090.ENSMUSP00000018841', '10090.ENSMUSP00000095498', '10090.ENSMUSP00000021635', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000081312', '10090.ENSMUSP00000066633', '10090.ENSMUSP00000048482', '10090.ENSMUSP00000127128', '10090.ENSMUSP00000023593', '10090.ENSMUSP00000042207', '10090.ENSMUSP00000000542']",0.002675251258348128,0.042042147538539826
33,MMU-4420097,VEGFA-VEGFR2 Pathway,Reactome Pathways,"['10090.ENSMUSP00000118491', '10090.ENSMUSP00000058754', '10090.ENSMUSP00000098066', '10090.ENSMUSP00000106789', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000071486']",0.002659978973517007,0.04182933753409633
34,GO:0005887,Integral component of plasma membrane,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000113498', '10090.ENSMUSP00000062256', '10090.ENSMUSP00000110563', '10090.ENSMUSP00000126108', '10090.ENSMUSP00000020706', '10090.ENSMUSP00000070200', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000130530', '10090.ENSMUSP00000122073', '10090.ENSMUSP00000000544', '10090.ENSMUSP00000000542', '10090.ENSMUSP00000080162', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000093939', '10090.ENSMUSP00000101060', '10090.ENSMUSP00000130594', '10090.ENSMUSP00000088453', '10090.ENSMUSP00000067305', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000083656', '10090.ENSMUSP00000021231', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000053703', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000028178', '10090.ENSMUSP00000138362', '10090.ENSMUSP00000059705', '10090.ENSMUSP00000097743', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000053558', '10090.ENSMUSP00000067953', '10090.ENSMUSP00000022013', '10090.ENSMUSP00000023809', '10090.ENSMUSP00000055000', '10090.ENSMUSP00000036203', '10090.ENSMUSP00000071798', '10090.ENSMUSP00000040847', '10090.ENSMUSP00000101684']",0.0026349779045954434,0.041463161428432205
35,GO:0033013,Tetrapyrrole metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000066040', '10090.ENSMUSP00000030090', '10090.ENSMUSP00000108143', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000027396']",0.002628369867862737,0.04138612358712857
36,GO:0006875,Cellular metal ion homeostasis,Biological Process (Gene Ontology),"['10090.ENSMUSP00000062256', '10090.ENSMUSP00000110563', '10090.ENSMUSP00000070200', '10090.ENSMUSP00000086592', '10090.ENSMUSP00000140890', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000083656', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000070958', '10090.ENSMUSP00000066040', '10090.ENSMUSP00000053703', '10090.ENSMUSP00000063784', '10090.ENSMUSP00000067057', '10090.ENSMUSP00000093270', '10090.ENSMUSP00000025408', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000075507', '10090.ENSMUSP00000068298', '10090.ENSMUSP00000040847']",0.002593215536731914,0.04085920438253609
37,GO:0045860,Positive regulation of protein kinase activity,Biological Process (Gene Ontology),"['10090.ENSMUSP00000062256', '10090.ENSMUSP00000126108', '10090.ENSMUSP00000001963', '10090.ENSMUSP00000023593', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000083656', '10090.ENSMUSP00000070958', '10090.ENSMUSP00000118491', '10090.ENSMUSP00000053703', '10090.ENSMUSP00000067057', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000059705', '10090.ENSMUSP00000034046', '10090.ENSMUSP00000117686', '10090.ENSMUSP00000067953', '10090.ENSMUSP00000036203', '10090.ENSMUSP00000071798', '10090.ENSMUSP00000101684']",0.002591185589859843,0.04085385238546145
38,GO:0043621,Protein self-association,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000029770', '10090.ENSMUSP00000027491', '10090.ENSMUSP00000067305', '10090.ENSMUSP00000024099', '10090.ENSMUSP00000061851', '10090.ENSMUSP00000033920']",0.0025780050475274494,0.04067257310622614
39,GO:0070724,BMP receptor complex,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000088453', '10090.ENSMUSP00000000542']",0.0025740586859609527,0.04063683764838421
40,GO:0047696,Beta-adrenergic receptor kinase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000025791', '10090.ENSMUSP00000070445']",0.0025740586859609527,0.04063683764838421
41,GO:0010748,Negative regulation of long-chain fatty acid import across plasma membrane,Biological Process (Gene Ontology),"['10090.ENSMUSP00000103981', '10090.ENSMUSP00000001780']",0.0025740586859609527,0.04063683764838421
42,GO:0140213,Negative regulation of long-chain fatty acid import into cell,Biological Process (Gene Ontology),"['10090.ENSMUSP00000103981', '10090.ENSMUSP00000001780']",0.0025740586859609527,0.04063683764838421
43,GO:0008126,Acetylesterase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000002549', '10090.ENSMUSP00000038361']",0.0025740586859609527,0.04063683764838421
44,GO:0033220,ATPase-coupled amide-transporter activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000031354', '10090.ENSMUSP00000002084']",0.0025740586859609527,0.04063683764838421
45,GO:0031694,alpha-2A adrenergic receptor binding,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000040847', '10090.ENSMUSP00000059705']",0.0025740586859609527,0.04063683764838421
46,GO:0098591,External side of apical plasma membrane,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000031822', '10090.ENSMUSP00000009058']",0.0025740586859609527,0.04063683764838421
47,GO:0046623,Sphingolipid floppase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000009058', '10090.ENSMUSP00000041204']",0.0025740586859609527,0.04063683764838421
48,GO:0050633,acetyl-CoA C-myristoyltransferase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000042351', '10090.ENSMUSP00000010795']",0.0025740586859609527,0.04063683764838421
49,MMU-8941237,Invadopodia formation,Reactome Pathways,"['10090.ENSMUSP00000065213', '10090.ENSMUSP00000011400']",0.0025740586859609527,0.04063683764838421
50,MMU-9023661,Biosynthesis of E-series 18(R)-resolvins,Reactome Pathways,"['10090.ENSMUSP00000019068', '10090.ENSMUSP00000026795']",0.0025740586859609527,0.04063683764838421
51,GO:0006554,Lysine catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000078436', '10090.ENSMUSP00000031707']",0.0025740586859609527,0.04063683764838421
52,GO:0019474,L-lysine catabolic process to acetyl-CoA,Biological Process (Gene Ontology),"['10090.ENSMUSP00000078436', '10090.ENSMUSP00000031707']",0.0025740586859609527,0.04063683764838421
53,GO:0019477,L-lysine catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000078436', '10090.ENSMUSP00000031707']",0.0025740586859609527,0.04063683764838421
54,GO:0046440,L-lysine metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000078436', '10090.ENSMUSP00000031707']",0.0025740586859609527,0.04063683764838421
55,GO:0046102,Inosine metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000068479', '10090.ENSMUSP00000017841']",0.0025740586859609527,0.04063683764838421
56,GO:0006545,Glycine biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000027491', '10090.ENSMUSP00000022858']",0.0025740586859609527,0.04063683764838421
57,GO:0032929,Negative regulation of superoxide anion generation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000127128', '10090.ENSMUSP00000018841']",0.0025740586859609527,0.04063683764838421
58,GO:0004127,Cytidylate kinase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000043145', '10090.ENSMUSP00000073789']",0.0025740586859609527,0.04063683764838421
59,GO:0051790,Short-chain fatty acid biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000029135', '10090.ENSMUSP00000028944']",0.0025740586859609527,0.04063683764838421
60,GO:0042851,L-alanine metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000027491', '10090.ENSMUSP00000022858']",0.0025740586859609527,0.04063683764838421
61,GO:0042853,L-alanine catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000027491', '10090.ENSMUSP00000022858']",0.0025740586859609527,0.04063683764838421
62,GO:0071315,Cellular response to morphine,Biological Process (Gene Ontology),"['10090.ENSMUSP00000023007', '10090.ENSMUSP00000025257']",0.0025740586859609527,0.04063683764838421
63,MMU-428890,Role of ABL in ROBO-SLIT signaling,Reactome Pathways,"['10090.ENSMUSP00000075167', '10090.ENSMUSP00000027888']",0.0025740586859609527,0.04063683764838421
64,GO:0001999,Renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure,Biological Process (Gene Ontology),"['10090.ENSMUSP00000070958', '10090.ENSMUSP00000066488']",0.0025740586859609527,0.04063683764838421
65,GO:0045329,Carnitine biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000072483', '10090.ENSMUSP00000028004']",0.0025740586859609527,0.04063683764838421
66,GO:0019541,Propionate metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000029135', '10090.ENSMUSP00000028944']",0.0025740586859609527,0.04063683764838421
67,WP1265,Polyol pathway,WikiPathways,"['10090.ENSMUSP00000100045', '10090.ENSMUSP00000029987']",0.0025740586859609527,0.04063683764838421
68,GO:0030021,Extracellular matrix structural constituent conferring compression resistance,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000031226', '10090.ENSMUSP00000065966']",0.0025740586859609527,0.04063683764838421
69,GO:0004366,glycerol-3-phosphate O-acyltransferase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000127325', '10090.ENSMUSP00000031255']",0.0025740586859609527,0.04063683764838421
70,GO:0102420,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000127325', '10090.ENSMUSP00000031255']",0.0025740586859609527,0.04063683764838421
71,GO:0030035,Microspike assembly,Biological Process (Gene Ontology),"['10090.ENSMUSP00000075167', '10090.ENSMUSP00000067708']",0.0025740586859609527,0.04063683764838421
72,GO:0006574,Valine catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000112908', '10090.ENSMUSP00000082288']",0.0025740586859609527,0.04063683764838421
73,GO:0001978,Regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback,Biological Process (Gene Ontology),"['10090.ENSMUSP00000053703', '10090.ENSMUSP00000070200']",0.0025740586859609527,0.04063683764838421
74,GO:0071633,Dihydroceramidase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000062037', '10090.ENSMUSP00000040048']",0.0025740586859609527,0.04063683764838421
75,GO:0000026,"alpha-1,2-mannosyltransferase activity",Molecular Function (Gene Ontology),"['10090.ENSMUSP00000072382', '10090.ENSMUSP00000034561']",0.0025740586859609527,0.04063683764838421
76,MMU-177135,Conjugation of benzoate with glycine,Reactome Pathways,"['10090.ENSMUSP00000081697', '10090.ENSMUSP00000036140']",0.0025740586859609527,0.04063683764838421
77,GO:0009374,Biotin binding,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000099642', '10090.ENSMUSP00000099490']",0.0025740586859609527,0.04063683764838421
