,id,name,category,proteins,p_value,fdr_rate
47,GO:0017040,N-acylsphingosine amidohydrolase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000062037', '10090.ENSMUSP00000040048']",0.00020499274290221924,0.017632293935753163
48,GO:0102121,Ceramidase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000062037', '10090.ENSMUSP00000040048']",0.00020499274290221924,0.017632293935753163
49,GO:0033869,Nucleoside bisphosphate catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000034547']",0.00020499274290221924,0.017632293935753163
50,GO:0034031,Ribonucleoside bisphosphate catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000034547']",0.00020499274290221924,0.017632293935753163
51,MMU-196849,Metabolism of water-soluble vitamins and cofactors,Reactome Pathways,"['10090.ENSMUSP00000021666', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000053971', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000097743']",0.00019476448725033513,0.017118027843056726
52,path:mmu01200,Carbon metabolism,KEGG,"['10090.ENSMUSP00000031524', '10090.ENSMUSP00000023116', '10090.ENSMUSP00000100038']",0.0001945570155672945,0.017118027843056726
53,GO:1901565,Organonitrogen compound catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000053558', '10090.ENSMUSP00000078436', '10090.ENSMUSP00000007251', '10090.ENSMUSP00000116130', '10090.ENSMUSP00000031707', '10090.ENSMUSP00000112908', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000001963', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000063548']",0.00019215249553943746,0.01701218248054287
54,GO:0033218,Amide binding,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000099490', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000110172', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000011492', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000072483']",0.00018886194345584735,0.016782327843117024
55,GO:0016021,Integral component of membrane,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000053558', '10090.ENSMUSP00000007251', '10090.ENSMUSP00000097860', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000140827', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000116130', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000110172', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000075507', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000001963', '10090.ENSMUSP00000112538', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000038361', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000097743', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000075011', '10090.ENSMUSP00000002549', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000045134', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000126916', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000026208']",0.00018082418699868615,0.01612738228693079
56,GO:0043227,Membrane-bounded organelle,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000053558', '10090.ENSMUSP00000010795', '10090.ENSMUSP00000078436', '10090.ENSMUSP00000043041', '10090.ENSMUSP00000097860', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000036881', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000080256', '10090.ENSMUSP00000045888', '10090.ENSMUSP00000023116', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000037348', '10090.ENSMUSP00000030795', '10090.ENSMUSP00000140827', '10090.ENSMUSP00000011492', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000092702', '10090.ENSMUSP00000063548', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000078593', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000031707', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000110172', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000075507', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000112538', '10090.ENSMUSP00000007005', '10090.ENSMUSP00000001963', '10090.ENSMUSP00000110729', '10090.ENSMUSP00000138215', '10090.ENSMUSP00000038476', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000112908', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000024733', '10090.ENSMUSP00000038361', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000118491', '10090.ENSMUSP00000042351', '10090.ENSMUSP00000015829', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000075011', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000045134', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000043424', '10090.ENSMUSP00000018841', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000103012', '10090.ENSMUSP00000100038']",0.00017657736650737135,0.015806944253641354
57,GO:0044271,Cellular nitrogen compound biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000036881', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000024733', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000113792', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000041243', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000103012', '10090.ENSMUSP00000027396']",0.0001737052509911972,0.015607642812108686
58,GO:0042219,Cellular modified amino acid catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000053558', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000007251']",0.00017197541118086306,0.015509871971050226
59,path:mmu00900,Terpenoid backbone biosynthesis,KEGG,"['10090.ENSMUSP00000034547', '10090.ENSMUSP00000007005', '10090.ENSMUSP00000045912']",0.00015115102965983468,0.013682847890929604
60,GO:0033344,Cholesterol efflux,Biological Process (Gene Ontology),"['10090.ENSMUSP00000047927', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000035246']",0.00015115102965983468,0.013682847890929604
61,GO:0071702,Organic substance transport,Biological Process (Gene Ontology),"['10090.ENSMUSP00000097860', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000001963', '10090.ENSMUSP00000112538', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000097743', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000026208']",0.00014498249167416142,0.013223497448167854
62,GO:0005759,Mitochondrial matrix,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000099634', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000037348', '10090.ENSMUSP00000015829', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000063548', '10090.ENSMUSP00000027153']",0.00014475260130179278,0.013223497448167854
63,GO:0043604,Amide biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000036881', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000024733', '10090.ENSMUSP00000113792', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000103012']",0.00014180208708247045,0.013031773554309166
64,GO:0006554,Lysine catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000078436', '10090.ENSMUSP00000031707']",0.00012355051331610446,0.011397770636832996
