,Unnamed: 0,id,name,category,proteins,p_value,fdr_rate
10,1103,GO:0006091,Generation of precursor metabolites and energy,Biological Process (Gene Ontology),"['10090.ENSMUSP00000015829', '10090.ENSMUSP00000023116', '10090.ENSMUSP00000031707', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000138215']",0.0005582777663928289,0.04270118232188188
11,455,GO:0065009,Regulation of molecular function,Biological Process (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000118491']",0.0005476353869798025,0.04202015016921214
12,4615,GO:0055088,Lipid homeostasis,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000044134', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000099490']",0.0004925845991052524,0.03791646420501258
13,3404,WP2316,PPAR signaling pathway,WikiPathways,"['10090.ENSMUSP00000010795', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000042351', '10090.ENSMUSP00000072483']",0.0004911122206560848,0.03791646420501258
14,1927,MMU-5663213,RHO GTPases Activate WASPs and WAVEs,Reactome Pathways,"['10090.ENSMUSP00000058754', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000118491']",0.0004862678757469573,0.037670174861551144
15,5566,GO:1901682,Sulfur compound transmembrane transporter activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000097743']",0.0004453443416494411,0.03461084481564949
16,8518,GO:0140328,Floppase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000009058', '10090.ENSMUSP00000041204']",0.00042662655111865976,0.033263108840445185
17,9043,GO:0030299,Intestinal cholesterol absorption,Biological Process (Gene Ontology),"['10090.ENSMUSP00000035246', '10090.ENSMUSP00000069495']",0.00042662655111865976,0.033263108840445185
18,14964,GO:0016885,"Ligase activity, forming carbon-carbon bonds",Molecular Function (Gene Ontology),"['10090.ENSMUSP00000099490', '10090.ENSMUSP00000099642']",0.00042662655111865976,0.033263108840445185
19,17258,GO:0003997,acyl-CoA oxidase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000027153', '10090.ENSMUSP00000042351']",0.00042662655111865976,0.033263108840445185
20,6138,GO:0071715,Icosanoid transport,Biological Process (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000097743']",0.00040666870010344733,0.03212151137745203
21,6140,GO:1901571,Fatty acid derivative transport,Biological Process (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000097743']",0.00040666870010344733,0.03212151137745203
22,1943,GO:0031526,Brush border membrane,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000041204']",0.00038718809605583376,0.030784000926544416
23,3267,GO:0010565,Regulation of cellular ketone metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000099642']",0.0003825734425436569,0.030517492099934613
24,1061,GO:0031224,Intrinsic component of membrane,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000002549', '10090.ENSMUSP00000007251', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000038361', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000045134', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000053558', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000075011', '10090.ENSMUSP00000075507', '10090.ENSMUSP00000097743', '10090.ENSMUSP00000097860', '10090.ENSMUSP00000110172', '10090.ENSMUSP00000112538', '10090.ENSMUSP00000116130', '10090.ENSMUSP00000126916', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000140827']",0.0003589006526410514,0.028723936338855005
25,516,GO:0043231,Intracellular membrane-bounded organelle,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000007005', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000010795', '10090.ENSMUSP00000011492', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000015829', '10090.ENSMUSP00000018841', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000023116', '10090.ENSMUSP00000024733', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000030795', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000031707', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000036881', '10090.ENSMUSP00000037348', '10090.ENSMUSP00000038476', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000042351', '10090.ENSMUSP00000043041', '10090.ENSMUSP00000043424', '10090.ENSMUSP00000045888', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000053558', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000063548', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000075011', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000078436', '10090.ENSMUSP00000078593', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000080256', '10090.ENSMUSP00000092702', '10090.ENSMUSP00000097860', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000103012', '10090.ENSMUSP00000110172', '10090.ENSMUSP00000110729', '10090.ENSMUSP00000112538', '10090.ENSMUSP00000112908', '10090.ENSMUSP00000118491', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000138215']",0.0003579584172006957,0.028723936338855005
26,1147,GO:0016491,Oxidoreductase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000011492', '10090.ENSMUSP00000015829', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000031707', '10090.ENSMUSP00000042351', '10090.ENSMUSP00000043424', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000112908', '10090.ENSMUSP00000138215']",0.00031103330520452366,0.025058916622644454
27,8515,GO:0090554,Phosphatidylcholine floppase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000009058', '10090.ENSMUSP00000041204']",0.0003061081125694982,0.024744592243494217
28,15477,GO:0006102,Isocitrate metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000023116', '10090.ENSMUSP00000138215']",0.0003061081125694982,0.024744592243494217
29,14963,GO:0016421,CoA carboxylase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000099490', '10090.ENSMUSP00000099642']",0.0003061081125694982,0.024744592243494217
30,9770,MMU-163765,ChREBP activates metabolic gene expression,Reactome Pathways,"['10090.ENSMUSP00000099490', '10090.ENSMUSP00000099642']",0.0003061081125694982,0.024744592243494217
31,1974,GO:0006099,Tricarboxylic acid cycle,Biological Process (Gene Ontology),"['10090.ENSMUSP00000023116', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000138215']",0.0003036264254988526,0.024744592243494217
32,1806,GO:0030027,Lamellipodium,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000027888', '10090.ENSMUSP00000041243', '10090.ENSMUSP00000058754', '10090.ENSMUSP00000061893', '10090.ENSMUSP00000078336', '10090.ENSMUSP00000118491']",0.00029732554329076375,0.02444339585489034
33,3881,GO:0022600,Digestive system process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000035246', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000100038']",0.0002841520142624301,0.023440116671409335
34,949,GO:0042592,Homeostatic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000031445', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000044134', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000075507', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000100038']",0.00027572708766508447,0.022823026400222917
35,8606,GO:0016289,CoA hydrolase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000037348', '10090.ENSMUSP00000080256', '10090.ENSMUSP00000092702']",0.0002734337118854042,0.02271097187721725
36,2537,GO:0042537,Benzene-containing compound metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000010795', '10090.ENSMUSP00000042351', '10090.ENSMUSP00000078436']",0.0002734337118854042,0.02271097187721725
37,14664,GO:0007588,Excretion,Biological Process (Gene Ontology),"['10090.ENSMUSP00000031822', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000069495']",0.0002452285828902981,0.020509255530998288
38,6793,MMU-390918,Peroxisomal lipid metabolism,Reactome Pathways,"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000010795', '10090.ENSMUSP00000110172']",0.0002452285828902981,0.020509255530998288
39,3904,GO:0045922,Negative regulation of fatty acid metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000027153', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000099642']",0.0002452285828902981,0.020509255530998288
40,6700,MMU-189445,Metabolism of porphyrins,Reactome Pathways,"['10090.ENSMUSP00000026208', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000097743']",0.0002452285828902981,0.020509255530998288
41,5517,GO:0046434,Organophosphate catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000007251', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000053558', '10090.ENSMUSP00000129169']",0.00023530558882192646,0.01995556519938934
42,444,GO:0051234,Establishment of localization,Biological Process (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000037348', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000075011', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000075507', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000097743', '10090.ENSMUSP00000097860', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000110729', '10090.ENSMUSP00000112538']",0.00022100251062749096,0.018808558738966395
43,8608,GO:0047617,acyl-CoA hydrolase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000037348', '10090.ENSMUSP00000080256', '10090.ENSMUSP00000092702']",0.00021895533468791766,0.018700178231120034
44,512,GO:0043226,Organelle,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000007005', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000010795', '10090.ENSMUSP00000011492', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000015829', '10090.ENSMUSP00000018841', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000023116', '10090.ENSMUSP00000024733', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000029485', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000030795', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000031707', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000036881', '10090.ENSMUSP00000037348', '10090.ENSMUSP00000038361', '10090.ENSMUSP00000038476', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000041243', '10090.ENSMUSP00000042351', '10090.ENSMUSP00000043041', '10090.ENSMUSP00000043424', '10090.ENSMUSP00000044134', '10090.ENSMUSP00000045134', '10090.ENSMUSP00000045888', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000053558', '10090.ENSMUSP00000058754', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000063548', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000075011', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000075507', '10090.ENSMUSP00000078336', '10090.ENSMUSP00000078436', '10090.ENSMUSP00000078593', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000080256', '10090.ENSMUSP00000092702', '10090.ENSMUSP00000097860', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000103012', '10090.ENSMUSP00000110172', '10090.ENSMUSP00000110729', '10090.ENSMUSP00000112538', '10090.ENSMUSP00000112908', '10090.ENSMUSP00000118491', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000138215', '10090.ENSMUSP00000140827']",0.00021136409677137156,0.018115851840298052
45,20557,MMU-426048,Arachidonate production from DAG,Reactome Pathways,"['10090.ENSMUSP00000053558', '10090.ENSMUSP00000129169']",0.00020499274290221924,0.017632293935753163
46,6739,GO:0034034,Purine nucleoside bisphosphate catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000034547']",0.00020499274290221924,0.017632293935753163
47,19179,GO:0017040,N-acylsphingosine amidohydrolase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000040048', '10090.ENSMUSP00000062037']",0.00020499274290221924,0.017632293935753163
48,19182,GO:0102121,Ceramidase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000040048', '10090.ENSMUSP00000062037']",0.00020499274290221924,0.017632293935753163
49,6735,GO:0033869,Nucleoside bisphosphate catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000034547']",0.00020499274290221924,0.017632293935753163
50,6737,GO:0034031,Ribonucleoside bisphosphate catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000034547']",0.00020499274290221924,0.017632293935753163
51,5228,MMU-196849,Metabolism of water-soluble vitamins and cofactors,Reactome Pathways,"['10090.ENSMUSP00000021666', '10090.ENSMUSP00000053971', '10090.ENSMUSP00000097743', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000099642']",0.00019476448725033513,0.017118027843056726
52,85,path:mmu01200,Carbon metabolism,KEGG,"['10090.ENSMUSP00000023116', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000100038']",0.0001945570155672945,0.017118027843056726
53,2773,GO:1901565,Organonitrogen compound catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000007251', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000031707', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000053558', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000063548', '10090.ENSMUSP00000078436', '10090.ENSMUSP00000112908', '10090.ENSMUSP00000116130']",0.00019215249553943746,0.01701218248054287
54,1556,GO:0033218,Amide binding,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000011492', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000110172']",0.00018886194345584735,0.016782327843117024
55,1054,GO:0016021,Integral component of membrane,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000002549', '10090.ENSMUSP00000007251', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000038361', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000045134', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000053558', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000075011', '10090.ENSMUSP00000075507', '10090.ENSMUSP00000097743', '10090.ENSMUSP00000097860', '10090.ENSMUSP00000110172', '10090.ENSMUSP00000112538', '10090.ENSMUSP00000116130', '10090.ENSMUSP00000126916', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000140827']",0.00018082418699868615,0.01612738228693079
56,513,GO:0043227,Membrane-bounded organelle,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000007005', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000010795', '10090.ENSMUSP00000011492', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000015829', '10090.ENSMUSP00000018841', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000021666', '10090.ENSMUSP00000023116', '10090.ENSMUSP00000024733', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000030795', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000031707', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000033695', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000036881', '10090.ENSMUSP00000037348', '10090.ENSMUSP00000038361', '10090.ENSMUSP00000038476', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000042351', '10090.ENSMUSP00000043041', '10090.ENSMUSP00000043424', '10090.ENSMUSP00000045134', '10090.ENSMUSP00000045888', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000053558', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000063548', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000075011', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000075507', '10090.ENSMUSP00000078436', '10090.ENSMUSP00000078593', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000080256', '10090.ENSMUSP00000092702', '10090.ENSMUSP00000097860', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000103012', '10090.ENSMUSP00000110172', '10090.ENSMUSP00000110729', '10090.ENSMUSP00000112538', '10090.ENSMUSP00000112908', '10090.ENSMUSP00000118491', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000138215', '10090.ENSMUSP00000140827']",0.00017657736650737135,0.015806944253641354
57,644,GO:0044271,Cellular nitrogen compound biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000024733', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000036881', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000041243', '10090.ENSMUSP00000062037', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000099490', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000103012', '10090.ENSMUSP00000113792']",0.0001737052509911972,0.015607642812108686
58,10432,GO:0042219,Cellular modified amino acid catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000007251', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000053558']",0.00017197541118086306,0.015509871971050226
59,77,path:mmu00900,Terpenoid backbone biosynthesis,KEGG,"['10090.ENSMUSP00000007005', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000045912']",0.00015115102965983468,0.013682847890929604
60,10036,GO:0033344,Cholesterol efflux,Biological Process (Gene Ontology),"['10090.ENSMUSP00000035246', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000069495']",0.00015115102965983468,0.013682847890929604
61,855,GO:0071702,Organic substance transport,Biological Process (Gene Ontology),"['10090.ENSMUSP00000001963', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000013995', '10090.ENSMUSP00000020948', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000029770', '10090.ENSMUSP00000031354', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000035246', '10090.ENSMUSP00000035458', '10090.ENSMUSP00000040465', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000047927', '10090.ENSMUSP00000069495', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000097743', '10090.ENSMUSP00000097860', '10090.ENSMUSP00000112538']",0.00014498249167416142,0.013223497448167854
62,3069,GO:0005759,Mitochondrial matrix,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000015829', '10090.ENSMUSP00000027153', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000037348', '10090.ENSMUSP00000063548', '10090.ENSMUSP00000072483', '10090.ENSMUSP00000099634']",0.00014475260130179278,0.013223497448167854
